SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2014,23,37970,6XX E 91ST PL,T227,GRAVID,06/05/2014 12:06:00 AM,41,negative,CULEX PIPIENS/RESTUANS,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2012,35,34972,100XX W OHARE,T903,GRAVID,08/31/2012 12:08:00 AM,30,negative,CULEX PIPIENS/RESTUANS,,,
2012,32,34534,35XX W 116TH ST,T158,GRAVID,08/10/2012 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.682180403,-87.710091651,"(41.6821804028987, -87.71009165099498)"
2008,35,25676,79XX W FOSTER AVE,T015,GRAVID,09/02/2008 12:09:00 AM,2,negative,CULEX RESTUANS,41.974182874,-87.825240931,"(41.97418287382103, -87.82524093078898)"
2007,32,22162,115XX S AVENUE L,T103,GRAVID,08/15/2007 12:08:00 AM,43,negative,CULEX PIPIENS,,,
2014,36,39962,100XX W OHARE AIRPORT,T913,GRAVID,09/05/2014 12:09:00 AM,5,negative,CULEX RESTUANS,,,
2008,29,24613,6XX W MONTROSE DR,T017,GRAVID,07/23/2008 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2014,35,39849,17XX N PULASKI RD,T039,GRAVID,08/28/2014 12:08:00 AM,19,positive,CULEX PIPIENS/RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2011,27,31275,52XX W 63RD ST,T065,GRAVID,07/11/2011 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2014,36,39993,71XX N HARLEM AVE,T233,GRAVID,09/05/2014 12:09:00 AM,1,negative,CULEX TERRITANS,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)"
2014,28,38606,100XX W OHARE AIRPORT,T925,GRAVID,07/10/2014 12:07:00 AM,10,negative,CULEX PIPIENS/RESTUANS,,,
2011,37,32651,25XX W GRAND AVE,T046,GRAVID,09/16/2011 12:09:00 AM,1,negative,CULEX PIPIENS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2009,38,28256,37XX N KEDVALE AVE,T218,GRAVID,09/25/2009 12:09:00 AM,3,negative,CULEX PIPIENS,41.948500064,-87.730553187,"(41.94850006410376, -87.73055318743594)"
2012,25,33081,25XX W GRAND AVE,T046,GRAVID,06/21/2012 12:06:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2014,40,40601,63XX W 64TH ST,T155,GRAVID,10/02/2014 12:10:00 AM,1,negative,CULEX PIPIENS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2013,39,37807,4XX W 127TH,T135,GRAVID,09/26/2013 12:09:00 AM,6,negative,CULEX PIPIENS/RESTUANS,,,
2007,34,22817,71XX S SOUTH SHORE DR,T079,GRAVID,08/24/2007 12:08:00 AM,14,negative,CULEX PIPIENS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2009,31,27631,10XX E 67TH ST,T073,GRAVID,08/07/2009 12:08:00 AM,3,negative,CULEX PIPIENS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2014,40,40594,22XX N CANNON DR,T054B,GRAVID,10/02/2014 12:10:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2009,39,28372,33XX N RUTHERFORD AVE,T144,GRAVID,10/01/2009 12:10:00 AM,1,negative,CULEX RESTUANS,41.940781698,-87.794429759,"(41.940781697748726, -87.79442975887669)"
2008,25,24229,52XX W 63RD ST,T065,GRAVID,06/24/2008 12:06:00 AM,3,negative,CULEX PIPIENS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2014,32,39212,39XX S ASHLAND AVE,T074,GRAVID,08/07/2014 12:08:00 AM,2,positive,CULEX PIPIENS,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)"
2011,28,31461,71XX S SOUTH SHORE DR,T079,GRAVID,07/15/2011 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2014,34,39724,131XX S BRANDON AVE,T209,GRAVID,08/21/2014 12:08:00 AM,20,negative,CULEX PIPIENS,41.657068876,-87.546048865,"(41.657068875649955, -87.54604886505916)"
2009,35,27975,4XX W 127TH,T135,GRAVID,09/03/2009 12:09:00 AM,1,negative,CULEX SALINARIUS,,,
2012,32,34541,100XX W OHARE AIRPORT,T902,GRAVID,08/10/2012 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2014,38,40381,50XX S UNION AVE,T082,GRAVID,09/18/2014 12:09:00 AM,1,negative,CULEX RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2014,36,40028,5XX S CENTRAL AVE,T031,GRAVID,09/05/2014 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2014,34,39736,100XX W OHARE AIRPORT,T905,GRAVID,08/21/2014 12:08:00 AM,23,negative,CULEX PIPIENS/RESTUANS,,,
2009,29,27417,100XX W OHARE AIRPORT,T905,GRAVID,07/27/2009 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2013,27,35969,131XX S BRANDON AVE,T209,GRAVID,07/08/2013 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.657068876,-87.546048865,"(41.657068875649955, -87.54604886505916)"
2011,28,31401,1XX N CENTRAL PARK DR,T030,GRAVID,07/15/2011 12:07:00 AM,2,negative,CULEX RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2010,29,29296,79XX S CHICAGO,T083,GRAVID,07/26/2010 12:07:00 AM,2,negative,CULEX RESTUANS,,,
2010,36,30492,40XX S DEARBORN ST,T081,GRAVID,09/10/2010 12:09:00 AM,1,negative,CULEX TARSALIS,41.820051649,-87.627347571,"(41.820051649277865, -87.62734757080052)"
2012,39,35355,42XX W 65TH ST,T235,GRAVID,09/28/2012 12:09:00 AM,4,negative,CULEX PIPIENS,41.774841115,-87.728005819,"(41.7748411153277, -87.72800581922763)"
2012,31,34325,22XX W PERSHING RD,T060,GRAVID,08/03/2012 12:08:00 AM,13,negative,CULEX PIPIENS,41.823127706,-87.682529037,"(41.8231277055702, -87.6825290369968)"
2010,31,29591,37XX S PULASKI RD,T063,GRAVID,08/05/2010 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2015,35,42027,70XX W ARMITAGE AVE,T151,GRAVID,09/02/2015 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2007,39,23887,5XX N STREETER DR,T129,GRAVID,10/04/2007 12:10:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.891513022,-87.609784822,"(41.89151302234628, -87.60978482187917)"
2015,31,41639,79XX S CHICAGO,T083,GRAVID,08/06/2015 12:08:00 AM,1,negative,CULEX PIPIENS,,,
2010,37,30622,6XX E 91ST PL,T227,GRAVID,09/17/2010 12:09:00 AM,1,negative,CULEX RESTUANS,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2012,29,33728,58XX N PULASKI RD,T027,GRAVID,07/19/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2010,39,30825,100XX W OHARE AIRPORT,T918,GRAVID,10/01/2010 12:10:00 AM,3,negative,CULEX PIPIENS,,,
2014,38,40354,11XX W ROOSEVELT RD,T048,GRAVID,09/18/2014 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.866915182,-87.654918844,"(41.86691518161014, -87.65491884363057)"
2008,30,24885,37XX E 118TH ST,T212,GRAVID,07/29/2008 12:07:00 AM,1,negative,CULEX TERRITANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2014,25,38151,52XX S KOLMAR AVE,T114,GRAVID,06/19/2014 12:06:00 AM,31,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2013,30,36425,51XX N MONT CLARE AVE,T223,GRAVID,07/25/2013 12:07:00 AM,13,negative,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2007,37,23424,62XX N MANDELL AVE,T007,CDC,09/18/2007 12:09:00 AM,5,negative,CULEX PIPIENS/RESTUANS,41.995492419,-87.769608945,"(41.99549241934282, -87.76960894532459)"
2013,31,36570,70XX N MOSELLE AVE,T008,GRAVID,08/01/2013 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2013,38,37775,22XX N CANNON DR,T054A,GRAVID,09/19/2013 12:09:00 AM,12,positive,CULEX PIPIENS/RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2014,27,38398,35XX W 51ST ST,T062,GRAVID,07/03/2014 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)"
2007,38,23625,58XX N WESTERN AVE,T028,CDC,09/24/2007 12:09:00 AM,12,negative,CULEX PIPIENS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2011,24,30924,63XX W 64TH ST,T155,GRAVID,06/17/2011 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2012,27,33438,17XX W 95TH ST,T094,GRAVID,07/09/2012 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2016,25,42524,61XX W FULLERTON AVE,T013,GRAVID,06/22/2016 12:06:00 AM,7,negative,CULEX RESTUANS,41.923887364,-87.778909912,"(41.92388736426867, -87.77890991205359)"
2013,27,36027,9XX W GARFIELD BLVD,T226,GRAVID,07/08/2013 12:07:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2012,29,33907,37XX E 118TH ST,T212,GRAVID,07/20/2012 12:07:00 AM,21,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2011,32,32024,51XX N MONT CLARE AVE,T223,GRAVID,08/12/2011 12:08:00 AM,3,positive,CULEX RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2009,20,26214,5XX S CENTRAL AVE,T031,GRAVID,05/28/2009 12:05:00 AM,21,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2010,27,28832,45XX N CAMPBELL AVE,T220,GRAVID,07/13/2010 12:07:00 AM,18,negative,CULEX RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2007,30,21519,115XX S AVENUE L,T103,GRAVID,08/02/2007 12:08:00 AM,44,negative,CULEX PIPIENS,,,
2011,29,31667,77XX S EBERHART AVE,T080,GRAVID,07/25/2011 12:07:00 AM,1,negative,CULEX RESTUANS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2010,30,29474,50XX S UNION AVE,T082,GRAVID,07/30/2010 12:07:00 AM,2,negative,CULEX RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2016,26,42649,13XX N LARAMIE AVE,T230,GRAVID,07/01/2016 12:07:00 AM,45,negative,CULEX PIPIENS/RESTUANS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2013,27,35958,96XX S LONGWOOD DR,T094B,GRAVID,07/08/2013 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.718595819,-87.668926243,"(41.71859581869038, -87.66892624345516)"
2010,30,29404,61XX W FULLERTON AVE,T013,GRAVID,07/29/2010 12:07:00 AM,1,negative,CULEX PIPIENS,41.923887364,-87.778909912,"(41.92388736426867, -87.77890991205359)"
2012,30,34141,100XX W OHARE AIRPORT,T902,GRAVID,07/27/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2010,27,28956,37XX E 118TH ST,T212,GRAVID,07/13/2010 12:07:00 AM,16,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2014,30,38795,21XX N CANNON DR,T054C,GRAVID,07/24/2014 12:07:00 AM,1,negative,CULEX RESTUANS,41.921776903,-87.632140452,"(41.921776903428494, -87.63214045192028)"
2007,37,23387,43XX N ASHLAND,T145,GRAVID,09/18/2007 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,,,
2012,31,34295,81XX S ASHLAND,T068,GRAVID,08/03/2012 12:08:00 AM,5,negative,CULEX RESTUANS,,,
2015,30,41426,52XX S KOLMAR AVE,T114,GRAVID,07/30/2015 12:07:00 AM,18,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2009,31,27665,109XX S COTTAGE GROVE AVE,T102,GRAVID,08/07/2009 12:08:00 AM,1,negative,CULEX RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2011,35,32419,111XX S ARTESIAN AVE,T160,GRAVID,09/02/2011 12:09:00 AM,50,negative,CULEX RESTUANS,41.690922985,-87.682259674,"(41.690922985124566, -87.68225967398746)"
2007,27,20552,91XX W HIGGINS RD,T009,CDC,07/11/2007 03:07:41 AM,14,negative,CULEX RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2016,30,43120,42XX W 65TH ST,T235,GRAVID,07/27/2016 12:07:00 AM,18,negative,CULEX RESTUANS,41.774841115,-87.728005819,"(41.7748411153277, -87.72800581922763)"
2007,35,23044,15XX W WEBSTER AVE,T045,GRAVID,09/04/2007 12:09:00 AM,2,negative,CULEX PIPIENS,41.921704574,-87.666963235,"(41.92170457422864, -87.66696323469388)"
2007,28,20803,40XX S DEARBORN ST,T081,GRAVID,08/01/2007 02:08:34 AM,2,negative,CULEX PIPIENS/RESTUANS,41.820051649,-87.627347571,"(41.820051649277865, -87.62734757080052)"
2008,29,24624,45XX N CAMPBELL AVE,T220,GRAVID,07/23/2008 12:07:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2009,24,26627,22XX W 69TH ST,T069,GRAVID,06/19/2009 12:06:00 AM,1,negative,CULEX RESTUANS,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)"
2010,31,29627,50XX S UNION AVE,T082,GRAVID,08/05/2010 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2007,32,22138,4XX W 127TH,T135,CDC,08/15/2007 12:08:00 AM,9,negative,CULEX RESTUANS,,,
2014,36,40056,22XX W 51ST ST,T061,GRAVID,09/05/2014 12:09:00 AM,3,negative,CULEX RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2008,35,25697,37XX N KILBOURN AVE,T218B,GRAVID,09/02/2008 12:09:00 AM,33,positive,CULEX PIPIENS/RESTUANS,41.948589589,-87.740388446,"(41.948589588728154, -87.74038844587119)"
2011,38,32801,109XX S COTTAGE GROVE AVE,T102,GRAVID,09/23/2011 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2013,31,36652,22XX W 69TH ST,T069,GRAVID,08/01/2013 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)"
2009,38,28330,17XX W 95TH ST,T094,GRAVID,09/25/2009 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2012,33,34672,70XX W ARMITAGE AVE,T151,GRAVID,08/16/2012 12:08:00 AM,1,negative,CULEX SALINARIUS,41.916134719,-87.801092809,"(41.91613471854847, -87.80109280863755)"
2014,27,38420,71XX S SOUTH SHORE DR,T079,GRAVID,07/03/2014 12:07:00 AM,2,negative,CULEX RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2012,33,34693,82XX S KOSTNER AVE,T225,GRAVID,08/17/2012 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2013,37,37632,51XX N MONT CLARE AVE,T223,GRAVID,09/12/2013 12:09:00 AM,5,positive,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2007,30,21514,111XX S ARTESIAN AVE,T160,GRAVID,08/02/2007 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.690922985,-87.682259674,"(41.690922985124566, -87.68225967398746)"
2007,37,23477,52XX S KOLMAR AVE,T114,GRAVID,09/19/2007 12:09:00 AM,7,negative,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2012,32,34441,58XX N RIDGE AVE,T231,GRAVID,08/09/2012 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.987880692,-87.666785075,"(41.98788069188603, -87.66678507548095)"
2007,32,21907,46XX N MILWAUKEE AVE,T003,GRAVID,08/15/2007 12:08:00 AM,49,positive,CULEX PIPIENS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2012,31,34266,35XX W 51ST ST,T062,GRAVID,08/03/2012 12:08:00 AM,4,negative,CULEX RESTUANS,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)"
2015,25,40910,89XX S CARPENTER ST,T159,GRAVID,06/25/2015 12:06:00 AM,9,negative,CULEX RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2013,26,35879,79XX S CHICAGO,T083,GRAVID,06/28/2013 12:06:00 AM,7,negative,CULEX PIPIENS/RESTUANS,,,
2008,24,24134,36XX N PITTSBURGH AVE,T011,GRAVID,06/17/2008 12:06:00 AM,3,negative,CULEX RESTUANS,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)"
2008,33,25248,41XX N OAK PARK AVE,T002,GRAVID,08/19/2008 12:08:00 AM,3,negative,CULEX PIPIENS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2008,39,26140,3XX W 104TH ST,T095,GRAVID,09/29/2008 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2007,26,20428,36XX N PITTSBURGH AVE,T011,GRAVID,07/27/2007 11:07:17 AM,5,negative,CULEX RESTUANS,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)"
2014,32,39141,6XX W MONTROSE DR,T017,GRAVID,08/07/2014 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2015,38,42318,4XX E 130TH ST,T221,GRAVID,09/23/2015 12:09:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2007,35,23003,49XX W BALMORAL AVE,T025,GRAVID,09/04/2007 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.979049924,-87.751773965,"(41.97904992373381, -87.7517739651728)"
2014,23,37967,4XX W 127TH,T135,GRAVID,06/05/2014 12:06:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2008,34,25477,58XX N WESTERN AVE,T028,GRAVID,08/25/2008 12:08:00 AM,14,positive,CULEX PIPIENS/RESTUANS,41.987244608,-87.68941677,"(41.98724460846669, -87.68941677018957)"
2014,28,38576,109XX S COTTAGE GROVE AVE,T102,GRAVID,07/10/2014 12:07:00 AM,13,negative,CULEX RESTUANS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2014,32,39233,17XX W 95TH ST,T094,GRAVID,08/07/2014 12:08:00 AM,25,negative,CULEX PIPIENS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2015,36,42168,51XX N MONT CLARE AVE,T223,GRAVID,09/10/2015 12:09:00 AM,33,positive,CULEX PIPIENS/RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2011,31,31917,10XX E 67TH ST,T073,GRAVID,08/05/2011 12:08:00 AM,1,negative,CULEX PIPIENS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2011,32,32015,13XX N LARAMIE AVE,T230,GRAVID,08/12/2011 12:08:00 AM,9,negative,CULEX PIPIENS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2009,34,27940,39XX N SPRINGFIELD AVE,T228,GRAVID,08/27/2009 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2015,26,40963,46XX N MILWAUKEE AVE,T003,GRAVID,07/02/2015 12:07:00 AM,7,negative,CULEX RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2008,30,24894,100XX W OHARE AIRPORT,T901,GRAVID,07/29/2008 12:07:00 AM,5,negative,CULEX RESTUANS,,,
2009,38,28277,5XX S CENTRAL AVE,T031,GRAVID,09/25/2009 12:09:00 AM,4,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2014,28,38523,22XX W 51ST ST,T061,GRAVID,07/10/2014 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2015,31,41591,46XX N MILWAUKEE AVE,T003,GRAVID,08/06/2015 12:08:00 AM,13,negative,CULEX RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2007,32,22250,24XX E 105TH ST,T128,CDC,08/16/2007 12:08:00 AM,39,negative,CULEX PIPIENS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2013,36,37514,25XX W GRAND AVE,T046,GRAVID,09/06/2013 12:09:00 AM,15,negative,CULEX PIPIENS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2011,35,32387,67XX S KEDZIE AVE,T066,GRAVID,09/01/2011 12:09:00 AM,1,negative,CULEX PIPIENS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2015,39,42397,37XX E 118TH ST,T212,GRAVID,09/30/2015 12:09:00 AM,3,negative,CULEX RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2011,31,31938,119XX S ASHLAND AVE,T090,GRAVID,08/05/2011 12:08:00 AM,20,negative,CULEX PIPIENS/RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2010,36,30402,5XX S CENTRAL AVE,T031,GRAVID,09/10/2010 12:09:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2013,29,36378,101XX S STONY ISLAND AVE,T138,GRAVID,07/19/2013 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2015,30,41457,4XX W 127TH,T135,GRAVID,07/30/2015 12:07:00 AM,14,negative,CULEX RESTUANS,,,
2013,34,37124,37XX E 118TH ST,T212,GRAVID,08/22/2013 12:08:00 AM,9,negative,CULEX PIPIENS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2010,30,29531,100XX W OHARE,T903,GRAVID,07/30/2010 12:07:00 AM,16,positive,CULEX PIPIENS/RESTUANS,,,
2008,27,24471,100XX W OHARE,T904,GRAVID,07/04/2008 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,,,
2013,35,37314,48XX W MONTANA ST,T222,GRAVID,08/29/2013 12:08:00 AM,9,positive,CULEX PIPIENS,41.925286783,-87.747459124,"(41.92528678345797, -87.74745912379434)"
2007,27,20567,17XX N PULASKI RD,T039,GRAVID,07/11/2007 03:07:40 AM,1,negative,CULEX PIPIENS/RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2010,25,28629,82XX S KOSTNER AVE,T225,GRAVID,06/25/2010 12:06:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2010,30,29390,6XX W MONTROSE DR,T017,GRAVID,07/29/2010 12:07:00 AM,1,negative,CULEX RESTUANS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2011,27,31224,37XX N KEDVALE AVE,T218,GRAVID,07/11/2011 12:07:00 AM,5,negative,CULEX RESTUANS,41.948500064,-87.730553187,"(41.94850006410376, -87.73055318743594)"
2013,38,37798,100XX W OHARE AIRPORT,T916,GRAVID,09/19/2013 12:09:00 AM,33,negative,CULEX PIPIENS,,,
2010,34,30078,5XX S CENTRAL AVE,T031,GRAVID,08/26/2010 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2010,38,30724,3XX W 104TH ST,T095,GRAVID,09/24/2010 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2014,33,39500,100XX W OHARE AIRPORT,T906,GRAVID,08/14/2014 12:08:00 AM,1,negative,CULEX PIPIENS,,,
2008,32,25094,14XX N HUMBOLDT DR,T033,GRAVID,08/12/2008 12:08:00 AM,4,negative,CULEX PIPIENS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2013,31,36601,28XX N FRANCISCO AVE,T147,GRAVID,08/01/2013 12:08:00 AM,27,positive,CULEX PIPIENS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2015,27,41052,22XX N CANNON DR,T054A,GRAVID,07/09/2015 12:07:00 AM,1,negative,CULEX RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2012,27,33403,52XX S KOLMAR AVE,T114,GRAVID,07/09/2012 12:07:00 AM,41,negative,CULEX PIPIENS/RESTUANS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2012,30,33928,46XX N MILWAUKEE AVE,T003,GRAVID,07/27/2012 12:07:00 AM,12,negative,CULEX RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2011,35,32361,58XX N PULASKI RD,T027,GRAVID,09/01/2011 12:09:00 AM,6,negative,CULEX RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
